,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
3530,PhysicalActivity,FullWeek,Scalars,yzCov_75%,-,99862
3531,PhysicalActivity,FullWeek,Scalars,yzCov_max,-,99862
3532,PhysicalActivity,FullWeek,Scalars,mean_mean,-,99862
3533,PhysicalActivity,FullWeek,Scalars,mean_std,-,99862
3534,PhysicalActivity,FullWeek,Scalars,mean_min,-,99862
3535,PhysicalActivity,FullWeek,Scalars,mean_25%,-,99862
3536,PhysicalActivity,FullWeek,Scalars,mean_50%,-,99862
3537,PhysicalActivity,FullWeek,Scalars,mean_75%,-,99862
3538,PhysicalActivity,FullWeek,Scalars,mean_max,-,99862
3539,PhysicalActivity,FullWeek,Scalars,sd_mean,-,99862
3540,PhysicalActivity,FullWeek,Scalars,sd_std,-,99862
3541,PhysicalActivity,FullWeek,Scalars,sd_min,-,99862
3542,PhysicalActivity,FullWeek,Scalars,sd_25%,-,99862
3543,PhysicalActivity,FullWeek,Scalars,sd_50%,-,99862
3544,PhysicalActivity,FullWeek,Scalars,sd_75%,-,99862
3545,PhysicalActivity,FullWeek,Scalars,sd_max,-,99862
3546,PhysicalActivity,FullWeek,Scalars,coefvariation_mean,-,99862
3547,PhysicalActivity,FullWeek,Scalars,coefvariation_std,-,99862
3548,PhysicalActivity,FullWeek,Scalars,coefvariation_min,-,99862
3549,PhysicalActivity,FullWeek,Scalars,coefvariation_25%,-,99862
3550,PhysicalActivity,FullWeek,Scalars,coefvariation_50%,-,99862
3551,PhysicalActivity,FullWeek,Scalars,coefvariation_75%,-,99862
3552,PhysicalActivity,FullWeek,Scalars,coefvariation_max,-,99862
3553,PhysicalActivity,FullWeek,Scalars,median_mean,-,99862
3554,PhysicalActivity,FullWeek,Scalars,median_std,-,99862
3555,PhysicalActivity,FullWeek,Scalars,median_min,-,99862
3556,PhysicalActivity,FullWeek,Scalars,median_25%,-,99862
3557,PhysicalActivity,FullWeek,Scalars,median_50%,-,99862
3558,PhysicalActivity,FullWeek,Scalars,median_75%,-,99862
3559,PhysicalActivity,FullWeek,Scalars,median_max,-,99862
3560,PhysicalActivity,FullWeek,Scalars,min_mean,-,99862
3561,PhysicalActivity,FullWeek,Scalars,min_std,-,99862
3562,PhysicalActivity,FullWeek,Scalars,min_min,-,99862
3563,PhysicalActivity,FullWeek,Scalars,min_25%,-,99862
3564,PhysicalActivity,FullWeek,Scalars,min_50%,-,99862
3565,PhysicalActivity,FullWeek,Scalars,min_75%,-,99862
3566,PhysicalActivity,FullWeek,Scalars,min_max,-,99862
3567,PhysicalActivity,FullWeek,Scalars,max_mean,-,99862
3568,PhysicalActivity,FullWeek,Scalars,max_std,-,99862
3569,PhysicalActivity,FullWeek,Scalars,max_min,-,99862
3570,PhysicalActivity,FullWeek,Scalars,max_25%,-,99862
3571,PhysicalActivity,FullWeek,Scalars,max_50%,-,99862
3572,PhysicalActivity,FullWeek,Scalars,max_75%,-,99862
3573,PhysicalActivity,FullWeek,Scalars,max_max,-,99862
3574,PhysicalActivity,FullWeek,Scalars,25thp_mean,-,99862
3575,PhysicalActivity,FullWeek,Scalars,25thp_std,-,99862
3576,PhysicalActivity,FullWeek,Scalars,25thp_min,-,99862
3577,PhysicalActivity,FullWeek,Scalars,25thp_25%,-,99862
3578,PhysicalActivity,FullWeek,Scalars,25thp_50%,-,99862
3579,PhysicalActivity,FullWeek,Scalars,25thp_75%,-,99862
3580,PhysicalActivity,FullWeek,Scalars,25thp_max,-,99862
3581,PhysicalActivity,FullWeek,Scalars,75thp_mean,-,99862
3582,PhysicalActivity,FullWeek,Scalars,75thp_std,-,99862
3583,PhysicalActivity,FullWeek,Scalars,75thp_min,-,99862
3584,PhysicalActivity,FullWeek,Scalars,75thp_25%,-,99862
3585,PhysicalActivity,FullWeek,Scalars,75thp_50%,-,99862
3586,PhysicalActivity,FullWeek,Scalars,75thp_75%,-,99862
3587,PhysicalActivity,FullWeek,Scalars,75thp_max,-,99862
3588,PhysicalActivity,FullWeek,Scalars,autocorr_mean,-,99862
3589,PhysicalActivity,FullWeek,Scalars,autocorr_std,-,99862
3590,PhysicalActivity,FullWeek,Scalars,autocorr_min,-,99862
3591,PhysicalActivity,FullWeek,Scalars,autocorr_25%,-,99862
3592,PhysicalActivity,FullWeek,Scalars,autocorr_50%,-,99862
3593,PhysicalActivity,FullWeek,Scalars,autocorr_75%,-,99862
3594,PhysicalActivity,FullWeek,Scalars,autocorr_max,-,99862
3595,PhysicalActivity,FullWeek,Scalars,corrxy_mean,-,99862
3596,PhysicalActivity,FullWeek,Scalars,corrxy_std,-,99862
3597,PhysicalActivity,FullWeek,Scalars,corrxy_min,-,99862
3598,PhysicalActivity,FullWeek,Scalars,corrxy_25%,-,99862
3599,PhysicalActivity,FullWeek,Scalars,corrxy_50%,-,99862
3600,PhysicalActivity,FullWeek,Scalars,corrxy_75%,-,99862
3601,PhysicalActivity,FullWeek,Scalars,corrxy_max,-,99862
3602,PhysicalActivity,FullWeek,Scalars,corrxz_mean,-,99862
3603,PhysicalActivity,FullWeek,Scalars,corrxz_std,-,99862
3604,PhysicalActivity,FullWeek,Scalars,corrxz_min,-,99862
3605,PhysicalActivity,FullWeek,Scalars,corrxz_25%,-,99862
3606,PhysicalActivity,FullWeek,Scalars,corrxz_50%,-,99862
3607,PhysicalActivity,FullWeek,Scalars,corrxz_75%,-,99862
3608,PhysicalActivity,FullWeek,Scalars,corrxz_max,-,99862
3609,PhysicalActivity,FullWeek,Scalars,corryz_mean,-,99862
3610,PhysicalActivity,FullWeek,Scalars,corryz_std,-,99862
3611,PhysicalActivity,FullWeek,Scalars,corryz_min,-,99862
3612,PhysicalActivity,FullWeek,Scalars,corryz_25%,-,99862
3613,PhysicalActivity,FullWeek,Scalars,corryz_50%,-,99862
3614,PhysicalActivity,FullWeek,Scalars,corryz_75%,-,99862
3615,PhysicalActivity,FullWeek,Scalars,corryz_max,-,99862
3616,PhysicalActivity,FullWeek,Scalars,avgroll_mean,-,99862
3617,PhysicalActivity,FullWeek,Scalars,avgroll_std,-,99862
3618,PhysicalActivity,FullWeek,Scalars,avgroll_min,-,99862
3619,PhysicalActivity,FullWeek,Scalars,avgroll_25%,-,99862
3620,PhysicalActivity,FullWeek,Scalars,avgroll_50%,-,99862
3621,PhysicalActivity,FullWeek,Scalars,avgroll_75%,-,99862
3622,PhysicalActivity,FullWeek,Scalars,avgroll_max,-,99862
3623,PhysicalActivity,FullWeek,Scalars,avgpitch_mean,-,99862
3624,PhysicalActivity,FullWeek,Scalars,avgpitch_std,-,99862
3625,PhysicalActivity,FullWeek,Scalars,avgpitch_min,-,99862
3626,PhysicalActivity,FullWeek,Scalars,avgpitch_25%,-,99862
3627,PhysicalActivity,FullWeek,Scalars,avgpitch_50%,-,99862
3628,PhysicalActivity,FullWeek,Scalars,avgpitch_75%,-,99862
3629,PhysicalActivity,FullWeek,Scalars,avgpitch_max,-,99862
3630,PhysicalActivity,FullWeek,Scalars,avgyaw_mean,-,99862
3631,PhysicalActivity,FullWeek,Scalars,avgyaw_std,-,99862
3632,PhysicalActivity,FullWeek,Scalars,avgyaw_min,-,99862
3633,PhysicalActivity,FullWeek,Scalars,avgyaw_25%,-,99862
3634,PhysicalActivity,FullWeek,Scalars,avgyaw_50%,-,99862
3635,PhysicalActivity,FullWeek,Scalars,avgyaw_75%,-,99862
3636,PhysicalActivity,FullWeek,Scalars,avgyaw_max,-,99862
3637,PhysicalActivity,FullWeek,Scalars,sdroll_mean,-,99862
3638,PhysicalActivity,FullWeek,Scalars,sdroll_std,-,99862
3639,PhysicalActivity,FullWeek,Scalars,sdroll_min,-,99862
3640,PhysicalActivity,FullWeek,Scalars,sdroll_25%,-,99862
3641,PhysicalActivity,FullWeek,Scalars,sdroll_50%,-,99862
3642,PhysicalActivity,FullWeek,Scalars,sdroll_75%,-,99862
3643,PhysicalActivity,FullWeek,Scalars,sdroll_max,-,99862
3644,PhysicalActivity,FullWeek,Scalars,sdpitch_mean,-,99862
3645,PhysicalActivity,FullWeek,Scalars,sdpitch_std,-,99862
3646,PhysicalActivity,FullWeek,Scalars,sdpitch_min,-,99862
3647,PhysicalActivity,FullWeek,Scalars,sdpitch_25%,-,99862
3648,PhysicalActivity,FullWeek,Scalars,sdpitch_50%,-,99862
3649,PhysicalActivity,FullWeek,Scalars,sdpitch_75%,-,99862
3650,PhysicalActivity,FullWeek,Scalars,sdpitch_max,-,99862
3651,PhysicalActivity,FullWeek,Scalars,sdyaw_mean,-,99862
3652,PhysicalActivity,FullWeek,Scalars,sdyaw_std,-,99862
3653,PhysicalActivity,FullWeek,Scalars,sdyaw_min,-,99862
3654,PhysicalActivity,FullWeek,Scalars,sdyaw_25%,-,99862
3655,PhysicalActivity,FullWeek,Scalars,sdyaw_50%,-,99862
3656,PhysicalActivity,FullWeek,Scalars,sdyaw_75%,-,99862
3657,PhysicalActivity,FullWeek,Scalars,sdyaw_max,-,99862
3658,PhysicalActivity,FullWeek,Scalars,rollg_mean,-,99862
3659,PhysicalActivity,FullWeek,Scalars,rollg_std,-,99862
3660,PhysicalActivity,FullWeek,Scalars,rollg_min,-,99862
3661,PhysicalActivity,FullWeek,Scalars,rollg_25%,-,99862
3662,PhysicalActivity,FullWeek,Scalars,rollg_50%,-,99862
3663,PhysicalActivity,FullWeek,Scalars,rollg_75%,-,99862
3664,PhysicalActivity,FullWeek,Scalars,rollg_max,-,99862
3665,PhysicalActivity,FullWeek,Scalars,pitchg_mean,-,99862
3666,PhysicalActivity,FullWeek,Scalars,pitchg_std,-,99862
3667,PhysicalActivity,FullWeek,Scalars,pitchg_min,-,99862
3668,PhysicalActivity,FullWeek,Scalars,pitchg_25%,-,99862
3669,PhysicalActivity,FullWeek,Scalars,pitchg_50%,-,99862
3670,PhysicalActivity,FullWeek,Scalars,pitchg_75%,-,99862
3671,PhysicalActivity,FullWeek,Scalars,pitchg_max,-,99862
3672,PhysicalActivity,FullWeek,Scalars,yawg_mean,-,99862
3673,PhysicalActivity,FullWeek,Scalars,yawg_std,-,99862
3674,PhysicalActivity,FullWeek,Scalars,yawg_min,-,99862
3675,PhysicalActivity,FullWeek,Scalars,yawg_25%,-,99862
3676,PhysicalActivity,FullWeek,Scalars,yawg_50%,-,99862
3677,PhysicalActivity,FullWeek,Scalars,yawg_75%,-,99862
3678,PhysicalActivity,FullWeek,Scalars,yawg_max,-,99862
3679,PhysicalActivity,FullWeek,Scalars,fmax_mean,-,99862
3680,PhysicalActivity,FullWeek,Scalars,fmax_std,-,99862
3681,PhysicalActivity,FullWeek,Scalars,fmax_min,-,99862
3682,PhysicalActivity,FullWeek,Scalars,fmax_25%,-,99862
3683,PhysicalActivity,FullWeek,Scalars,fmax_50%,-,99862
3684,PhysicalActivity,FullWeek,Scalars,fmax_75%,-,99862
3685,PhysicalActivity,FullWeek,Scalars,fmax_max,-,99862
3686,PhysicalActivity,FullWeek,Scalars,pmax_mean,-,99862
3687,PhysicalActivity,FullWeek,Scalars,pmax_std,-,99862
3688,PhysicalActivity,FullWeek,Scalars,pmax_min,-,99862
3689,PhysicalActivity,FullWeek,Scalars,pmax_25%,-,99862
3690,PhysicalActivity,FullWeek,Scalars,pmax_50%,-,99862
3691,PhysicalActivity,FullWeek,Scalars,pmax_75%,-,99862
3692,PhysicalActivity,FullWeek,Scalars,pmax_max,-,99862
3693,PhysicalActivity,FullWeek,Scalars,fmaxband_mean,-,99862
3694,PhysicalActivity,FullWeek,Scalars,fmaxband_std,-,99862
3695,PhysicalActivity,FullWeek,Scalars,fmaxband_min,-,99862
3696,PhysicalActivity,FullWeek,Scalars,fmaxband_25%,-,99862
3697,PhysicalActivity,FullWeek,Scalars,fmaxband_50%,-,99862
3698,PhysicalActivity,FullWeek,Scalars,fmaxband_75%,-,99862
3699,PhysicalActivity,FullWeek,Scalars,fmaxband_max,-,99862
3700,PhysicalActivity,FullWeek,Scalars,pmaxband_mean,-,99862
3701,PhysicalActivity,FullWeek,Scalars,pmaxband_std,-,99862
3702,PhysicalActivity,FullWeek,Scalars,pmaxband_min,-,99862
3703,PhysicalActivity,FullWeek,Scalars,pmaxband_25%,-,99862
3704,PhysicalActivity,FullWeek,Scalars,pmaxband_50%,-,99862
3705,PhysicalActivity,FullWeek,Scalars,pmaxband_75%,-,99862
3706,PhysicalActivity,FullWeek,Scalars,pmaxband_max,-,99862
3707,PhysicalActivity,FullWeek,Scalars,entropy_mean,-,99862
3708,PhysicalActivity,FullWeek,Scalars,entropy_std,-,99862
3709,PhysicalActivity,FullWeek,Scalars,entropy_min,-,99862
3710,PhysicalActivity,FullWeek,Scalars,entropy_25%,-,99862
3711,PhysicalActivity,FullWeek,Scalars,entropy_50%,-,99862
3712,PhysicalActivity,FullWeek,Scalars,entropy_75%,-,99862
3713,PhysicalActivity,FullWeek,Scalars,entropy_max,-,99862
3714,PhysicalActivity,FullWeek,Scalars,fft1_mean,-,99862
3715,PhysicalActivity,FullWeek,Scalars,fft1_std,-,99862
3716,PhysicalActivity,FullWeek,Scalars,fft1_min,-,99862
3717,PhysicalActivity,FullWeek,Scalars,fft1_25%,-,99862
3718,PhysicalActivity,FullWeek,Scalars,fft1_50%,-,99862
3719,PhysicalActivity,FullWeek,Scalars,fft1_75%,-,99862
3720,PhysicalActivity,FullWeek,Scalars,fft1_max,-,99862
3721,PhysicalActivity,FullWeek,Scalars,fft2_mean,-,99862
3722,PhysicalActivity,FullWeek,Scalars,fft2_std,-,99862
3723,PhysicalActivity,FullWeek,Scalars,fft2_min,-,99862
3724,PhysicalActivity,FullWeek,Scalars,fft2_25%,-,99862
3725,PhysicalActivity,FullWeek,Scalars,fft2_50%,-,99862
3726,PhysicalActivity,FullWeek,Scalars,fft2_75%,-,99862
3727,PhysicalActivity,FullWeek,Scalars,fft2_max,-,99862
3728,PhysicalActivity,FullWeek,Scalars,fft3_mean,-,99862
3729,PhysicalActivity,FullWeek,Scalars,fft3_std,-,99862
3730,PhysicalActivity,FullWeek,Scalars,fft3_min,-,99862
3731,PhysicalActivity,FullWeek,Scalars,fft3_25%,-,99862
3732,PhysicalActivity,FullWeek,Scalars,fft3_50%,-,99862
3733,PhysicalActivity,FullWeek,Scalars,fft3_75%,-,99862
3734,PhysicalActivity,FullWeek,Scalars,fft3_max,-,99862
3735,PhysicalActivity,FullWeek,Scalars,fft4_mean,-,99862
3736,PhysicalActivity,FullWeek,Scalars,fft4_std,-,99862
3737,PhysicalActivity,FullWeek,Scalars,fft4_min,-,99862
3738,PhysicalActivity,FullWeek,Scalars,fft4_25%,-,99862
3739,PhysicalActivity,FullWeek,Scalars,fft4_50%,-,99862
3740,PhysicalActivity,FullWeek,Scalars,fft4_75%,-,99862
3741,PhysicalActivity,FullWeek,Scalars,fft4_max,-,99862
3742,PhysicalActivity,FullWeek,Scalars,fft5_mean,-,99862
3743,PhysicalActivity,FullWeek,Scalars,fft5_std,-,99862
3744,PhysicalActivity,FullWeek,Scalars,fft5_min,-,99862
3745,PhysicalActivity,FullWeek,Scalars,fft5_25%,-,99862
3746,PhysicalActivity,FullWeek,Scalars,fft5_50%,-,99862
3747,PhysicalActivity,FullWeek,Scalars,fft5_75%,-,99862
3748,PhysicalActivity,FullWeek,Scalars,fft5_max,-,99862
3749,PhysicalActivity,FullWeek,Scalars,fft6_mean,-,99862
3750,PhysicalActivity,FullWeek,Scalars,fft6_std,-,99862
3751,PhysicalActivity,FullWeek,Scalars,fft6_min,-,99862
3752,PhysicalActivity,FullWeek,Scalars,fft6_25%,-,99862
3753,PhysicalActivity,FullWeek,Scalars,fft6_50%,-,99862
3754,PhysicalActivity,FullWeek,Scalars,fft6_75%,-,99862
3755,PhysicalActivity,FullWeek,Scalars,fft6_max,-,99862
3756,PhysicalActivity,FullWeek,Scalars,fft7_mean,-,99862
3757,PhysicalActivity,FullWeek,Scalars,fft7_std,-,99862
3758,PhysicalActivity,FullWeek,Scalars,fft7_min,-,99862
3759,PhysicalActivity,FullWeek,Scalars,fft7_25%,-,99862
3760,PhysicalActivity,FullWeek,Scalars,fft7_50%,-,99862
3761,PhysicalActivity,FullWeek,Scalars,fft7_75%,-,99862
3762,PhysicalActivity,FullWeek,Scalars,fft7_max,-,99862
3763,PhysicalActivity,FullWeek,Scalars,fft8_mean,-,99862
3764,PhysicalActivity,FullWeek,Scalars,fft8_std,-,99862
3765,PhysicalActivity,FullWeek,Scalars,fft8_min,-,99862
3766,PhysicalActivity,FullWeek,Scalars,fft8_25%,-,99862
3767,PhysicalActivity,FullWeek,Scalars,fft8_50%,-,99862
3768,PhysicalActivity,FullWeek,Scalars,fft8_75%,-,99862
3769,PhysicalActivity,FullWeek,Scalars,fft8_max,-,99862
3770,PhysicalActivity,FullWeek,Scalars,fft9_mean,-,99862
3771,PhysicalActivity,FullWeek,Scalars,fft9_std,-,99862
3772,PhysicalActivity,FullWeek,Scalars,fft9_min,-,99862
3773,PhysicalActivity,FullWeek,Scalars,fft9_25%,-,99862
3774,PhysicalActivity,FullWeek,Scalars,fft9_50%,-,99862
3775,PhysicalActivity,FullWeek,Scalars,fft9_75%,-,99862
3776,PhysicalActivity,FullWeek,Scalars,fft9_max,-,99862
3777,PhysicalActivity,FullWeek,Scalars,fft10_mean,-,99862
3778,PhysicalActivity,FullWeek,Scalars,fft10_std,-,99862
3779,PhysicalActivity,FullWeek,Scalars,fft10_min,-,99862
3780,PhysicalActivity,FullWeek,Scalars,fft10_25%,-,99862
3781,PhysicalActivity,FullWeek,Scalars,fft10_50%,-,99862
3782,PhysicalActivity,FullWeek,Scalars,fft10_75%,-,99862
3783,PhysicalActivity,FullWeek,Scalars,fft10_max,-,99862
3784,PhysicalActivity,FullWeek,Scalars,fft11_mean,-,99862
3785,PhysicalActivity,FullWeek,Scalars,fft11_std,-,99862
3786,PhysicalActivity,FullWeek,Scalars,fft11_min,-,99862
3787,PhysicalActivity,FullWeek,Scalars,fft11_25%,-,99862
3788,PhysicalActivity,FullWeek,Scalars,fft11_50%,-,99862
3789,PhysicalActivity,FullWeek,Scalars,fft11_75%,-,99862
3790,PhysicalActivity,FullWeek,Scalars,fft11_max,-,99862
3791,PhysicalActivity,FullWeek,Scalars,fft12_mean,-,99862
3792,PhysicalActivity,FullWeek,Scalars,fft12_std,-,99862
3793,PhysicalActivity,FullWeek,Scalars,fft12_min,-,99862
3794,PhysicalActivity,FullWeek,Scalars,fft12_25%,-,99862
3795,PhysicalActivity,FullWeek,Scalars,fft12_50%,-,99862
3796,PhysicalActivity,FullWeek,Scalars,fft12_75%,-,99862
3797,PhysicalActivity,FullWeek,Scalars,fft12_max,-,99862
3798,PhysicalActivity,FullWeek,Scalars,MAD_mean,-,99862
3799,PhysicalActivity,FullWeek,Scalars,MAD_std,-,99862
3800,PhysicalActivity,FullWeek,Scalars,MAD_min,-,99862
3801,PhysicalActivity,FullWeek,Scalars,MAD_25%,-,99862
3802,PhysicalActivity,FullWeek,Scalars,MAD_50%,-,99862
3803,PhysicalActivity,FullWeek,Scalars,MAD_75%,-,99862
3804,PhysicalActivity,FullWeek,Scalars,MAD_max,-,99862
3805,PhysicalActivity,FullWeek,Scalars,MPD_mean,-,99862
3806,PhysicalActivity,FullWeek,Scalars,MPD_std,-,99862
3807,PhysicalActivity,FullWeek,Scalars,MPD_min,-,99862
3808,PhysicalActivity,FullWeek,Scalars,MPD_25%,-,99862
3809,PhysicalActivity,FullWeek,Scalars,MPD_50%,-,99862
3810,PhysicalActivity,FullWeek,Scalars,MPD_75%,-,99862
3811,PhysicalActivity,FullWeek,Scalars,MPD_max,-,99862
3812,PhysicalActivity,FullWeek,Scalars,skew_mean,-,99862
3813,PhysicalActivity,FullWeek,Scalars,skew_std,-,99862
3814,PhysicalActivity,FullWeek,Scalars,skew_min,-,99862
3815,PhysicalActivity,FullWeek,Scalars,skew_25%,-,99862
3816,PhysicalActivity,FullWeek,Scalars,skew_50%,-,99862
3817,PhysicalActivity,FullWeek,Scalars,skew_75%,-,99862
3818,PhysicalActivity,FullWeek,Scalars,skew_max,-,99862
3819,PhysicalActivity,FullWeek,Scalars,kurt_mean,-,99862
3820,PhysicalActivity,FullWeek,Scalars,kurt_std,-,99862
3821,PhysicalActivity,FullWeek,Scalars,kurt_min,-,99862
3822,PhysicalActivity,FullWeek,Scalars,kurt_25%,-,99862
3823,PhysicalActivity,FullWeek,Scalars,kurt_50%,-,99862
3824,PhysicalActivity,FullWeek,Scalars,kurt_75%,-,99862
3825,PhysicalActivity,FullWeek,Scalars,kurt_max,-,99862
3826,PhysicalActivity,FullWeek,Scalars,avgArmAngel_mean,-,99862
3827,PhysicalActivity,FullWeek,Scalars,avgArmAngel_std,-,99862
3828,PhysicalActivity,FullWeek,Scalars,avgArmAngel_min,-,99862
3829,PhysicalActivity,FullWeek,Scalars,avgArmAngel_25%,-,99862
3830,PhysicalActivity,FullWeek,Scalars,avgArmAngel_50%,-,99862
3831,PhysicalActivity,FullWeek,Scalars,avgArmAngel_75%,-,99862
3832,PhysicalActivity,FullWeek,Scalars,avgArmAngel_max,-,99862
3833,PhysicalActivity,FullWeek,Scalars,f1_mean,-,99862
3834,PhysicalActivity,FullWeek,Scalars,f1_std,-,99862
3835,PhysicalActivity,FullWeek,Scalars,f1_min,-,99862
3836,PhysicalActivity,FullWeek,Scalars,f1_25%,-,99862
3837,PhysicalActivity,FullWeek,Scalars,f1_50%,-,99862
3838,PhysicalActivity,FullWeek,Scalars,f1_75%,-,99862
3839,PhysicalActivity,FullWeek,Scalars,f1_max,-,99862
3840,PhysicalActivity,FullWeek,Scalars,p1_mean,-,99862
3841,PhysicalActivity,FullWeek,Scalars,p1_std,-,99862
3842,PhysicalActivity,FullWeek,Scalars,p1_min,-,99862
3843,PhysicalActivity,FullWeek,Scalars,p1_25%,-,99862
3844,PhysicalActivity,FullWeek,Scalars,p1_50%,-,99862
3845,PhysicalActivity,FullWeek,Scalars,p1_75%,-,99862
3846,PhysicalActivity,FullWeek,Scalars,p1_max,-,99862
3847,PhysicalActivity,FullWeek,Scalars,f2_mean,-,99862
3848,PhysicalActivity,FullWeek,Scalars,f2_std,-,99862
3849,PhysicalActivity,FullWeek,Scalars,f2_min,-,99862
3850,PhysicalActivity,FullWeek,Scalars,f2_25%,-,99862
3851,PhysicalActivity,FullWeek,Scalars,f2_50%,-,99862
3852,PhysicalActivity,FullWeek,Scalars,f2_75%,-,99862
3853,PhysicalActivity,FullWeek,Scalars,f2_max,-,99862
3854,PhysicalActivity,FullWeek,Scalars,p2_mean,-,99862
3855,PhysicalActivity,FullWeek,Scalars,p2_std,-,99862
3856,PhysicalActivity,FullWeek,Scalars,p2_min,-,99862
3857,PhysicalActivity,FullWeek,Scalars,p2_25%,-,99862
3858,PhysicalActivity,FullWeek,Scalars,p2_50%,-,99862
3859,PhysicalActivity,FullWeek,Scalars,p2_75%,-,99862
3860,PhysicalActivity,FullWeek,Scalars,p2_max,-,99862
3861,PhysicalActivity,FullWeek,Scalars,f625_mean,-,99862
3862,PhysicalActivity,FullWeek,Scalars,f625_std,-,99862
3863,PhysicalActivity,FullWeek,Scalars,f625_min,-,99862
3864,PhysicalActivity,FullWeek,Scalars,f625_25%,-,99862
3865,PhysicalActivity,FullWeek,Scalars,f625_50%,-,99862
3866,PhysicalActivity,FullWeek,Scalars,f625_75%,-,99862
3867,PhysicalActivity,FullWeek,Scalars,f625_max,-,99862
3868,PhysicalActivity,FullWeek,Scalars,p625_mean,-,99862
3869,PhysicalActivity,FullWeek,Scalars,p625_std,-,99862
3870,PhysicalActivity,FullWeek,Scalars,p625_min,-,99862
3871,PhysicalActivity,FullWeek,Scalars,p625_25%,-,99862
3872,PhysicalActivity,FullWeek,Scalars,p625_50%,-,99862
3873,PhysicalActivity,FullWeek,Scalars,p625_75%,-,99862
3874,PhysicalActivity,FullWeek,Scalars,p625_max,-,99862
3875,PhysicalActivity,FullWeek,Scalars,totalPower_mean,-,99862
3876,PhysicalActivity,FullWeek,Scalars,totalPower_std,-,99862
3877,PhysicalActivity,FullWeek,Scalars,totalPower_min,-,99862
3878,PhysicalActivity,FullWeek,Scalars,totalPower_25%,-,99862
3879,PhysicalActivity,FullWeek,Scalars,totalPower_50%,-,99862
3880,PhysicalActivity,FullWeek,Scalars,totalPower_75%,-,99862
3881,PhysicalActivity,FullWeek,Scalars,totalPower_max,-,99862
3882,PhysicalActivity,FullWeek,Scalars,xfft1_mean,-,99862
3883,PhysicalActivity,FullWeek,Scalars,xfft1_std,-,99862
3884,PhysicalActivity,FullWeek,Scalars,xfft1_min,-,99862
3885,PhysicalActivity,FullWeek,Scalars,xfft1_25%,-,99862
3886,PhysicalActivity,FullWeek,Scalars,xfft1_50%,-,99862
3887,PhysicalActivity,FullWeek,Scalars,xfft1_75%,-,99862
3888,PhysicalActivity,FullWeek,Scalars,xfft1_max,-,99862
3889,PhysicalActivity,FullWeek,Scalars,xfft2_mean,-,99862
3890,PhysicalActivity,FullWeek,Scalars,xfft2_std,-,99862
3891,PhysicalActivity,FullWeek,Scalars,xfft2_min,-,99862
3892,PhysicalActivity,FullWeek,Scalars,xfft2_25%,-,99862
3893,PhysicalActivity,FullWeek,Scalars,xfft2_50%,-,99862
3894,PhysicalActivity,FullWeek,Scalars,xfft2_75%,-,99862
3895,PhysicalActivity,FullWeek,Scalars,xfft2_max,-,99862
3896,PhysicalActivity,FullWeek,Scalars,xfft3_mean,-,99862
3897,PhysicalActivity,FullWeek,Scalars,xfft3_std,-,99862
3898,PhysicalActivity,FullWeek,Scalars,xfft3_min,-,99862
3899,PhysicalActivity,FullWeek,Scalars,xfft3_25%,-,99862
3900,PhysicalActivity,FullWeek,Scalars,xfft3_50%,-,99862
3901,PhysicalActivity,FullWeek,Scalars,xfft3_75%,-,99862
3902,PhysicalActivity,FullWeek,Scalars,xfft3_max,-,99862
3903,PhysicalActivity,FullWeek,Scalars,xfft4_mean,-,99862
3904,PhysicalActivity,FullWeek,Scalars,xfft4_std,-,99862
3905,PhysicalActivity,FullWeek,Scalars,xfft4_min,-,99862
3906,PhysicalActivity,FullWeek,Scalars,xfft4_25%,-,99862
3907,PhysicalActivity,FullWeek,Scalars,xfft4_50%,-,99862
3908,PhysicalActivity,FullWeek,Scalars,xfft4_75%,-,99862
3909,PhysicalActivity,FullWeek,Scalars,xfft4_max,-,99862
3910,PhysicalActivity,FullWeek,Scalars,xfft5_mean,-,99862
3911,PhysicalActivity,FullWeek,Scalars,xfft5_std,-,99862
3912,PhysicalActivity,FullWeek,Scalars,xfft5_min,-,99862
3913,PhysicalActivity,FullWeek,Scalars,xfft5_25%,-,99862
3914,PhysicalActivity,FullWeek,Scalars,xfft5_50%,-,99862
3915,PhysicalActivity,FullWeek,Scalars,xfft5_75%,-,99862
3916,PhysicalActivity,FullWeek,Scalars,xfft5_max,-,99862
3917,PhysicalActivity,FullWeek,Scalars,xfft6_mean,-,99862
3918,PhysicalActivity,FullWeek,Scalars,xfft6_std,-,99862
3919,PhysicalActivity,FullWeek,Scalars,xfft6_min,-,99862
3920,PhysicalActivity,FullWeek,Scalars,xfft6_25%,-,99862
3921,PhysicalActivity,FullWeek,Scalars,xfft6_50%,-,99862
3922,PhysicalActivity,FullWeek,Scalars,xfft6_75%,-,99862
3923,PhysicalActivity,FullWeek,Scalars,xfft6_max,-,99862
3924,PhysicalActivity,FullWeek,Scalars,xfft7_mean,-,99862
